Why no extensions?	__FROM__ 	Chrome	information seeking
like who he been talking?	__FROM__ 	Chrome	information seeking
how to find a cheating husband on social media?	__FROM__ 	Chrome	information seeking
But why have Google nerfed it so much?	__FROM__ 	Chrome	information seeking
Why am I getting Chrome browser pop-ups when they're blocked in settings?	__FROM__ 	Chrome	information seeking
why i cant download this app	__FROM__ 	Chrome	information seeking
If Google does not know what is a Panchang and Mahadasha and Gochar ; they may ask SUNDAR PICHHAI what does it mean .	__FROM__	Gmail	information seeking
I like the new Idea where Ican take back a message once I send it.?	__FROM__	Gmail	information seeking
do this application has voice messaging ?	__FROM__	Gmail	information seeking
how to log out ?	__FROM__	Gmail	information seeking
Gmail team , why is it so difficult to cut and paste anything !	__FROM__	Gmail	information seeking
how do i turn on notifications ?	__FROM__	Gmail	information seeking
Why is there still no option to delete all emails while using the app ?	__FROM__	Gmail	information seeking
But why does it needed to tap the icon instead of the message display when group selecting messages ?	__FROM__	Gmail	information seeking
I do not really know how to use it because I am only a kid and I do not really use the application cause I use what is application	__FROM__	Gmail	information seeking
where is archive ?	__FROM__	Gmail	information seeking
how do i go back to being able to quick click emails to select them	__FROM__	Gmail	information seeking
why is there not a dark mode ?	__FROM__	Gmail	information seeking
What are they thinking by wanting to replace Inbox with this clunky outdated thing ?	__FROM__	Gmail	information seeking
i also think maybe my girlfriend might be using my gmail and other emails for some odd reasons i keep getting alot of ads and weird emails i am not sure of .	__FROM__	Gmail	information seeking
What is the problem ?	__FROM__	Gmail	information seeking
Every other application I use has it , so why on earth does not Gmail ?	__FROM__	Gmail	information seeking
how to use canned response in android i can not find the way to do it	__FROM__	Gmail	information seeking
How can i remove an account from this gmail app ?	__FROM__	Gmail	information seeking
Hey , application is not opening in my mobile phone so will you give a good suggestion to me ?	__FROM__	Gmail	information seeking
Why does gmail need my microphone ?	__FROM__	Gmail	information seeking
where is my mass archive , where is my scroll down to the next letter when I reading one , where are my trips , and a ton of smaller convenience features are missing	__FROM__	Gmail	information seeking
How about bin 'Gmail ' and keep 'Inbox by Gmail ' instead .	__FROM__	Gmail	information seeking
Ca n't do a simple filter why can not you be smart and make it easy .	__FROM__	Gmail	information seeking
What is going on with typing and autocorrect ?	__FROM__	Gmail	information seeking
How come my 2014 deleted emails are coming back each time i login ?	__FROM__	Gmail	information seeking
So maybe roll out an update ?	__FROM__	Gmail	information seeking
I am a long term user of your application and literaly ... What 's wrong with this application 's features ?	__FROM__	Gmail	information seeking
Where 's my right to choose the email client I want to use ?	__FROM__	Gmail	information seeking
"Why does this not have a ""  mark all ""  feature yet for clearing out your inbox ?"	__FROM__	Gmail	information seeking
Yahoo has this feature , so why can not Google keep up	__FROM__	Gmail	information seeking
And i am still not sure if who ever is not just lurking in my phone somewhere ?	__FROM__	Gmail	information seeking
Why the heck it contains adds	__FROM__ 	Gmail	information seeking
Why do you make it so difficult to delete emails?	__FROM__ 	Gmail	information seeking
damn it Google, why?	__FROM__ 	Gmail	information seeking
AND, why when I clear cache does it immediately return to exactly same size as it had been.	__FROM__ 	Gmail	information seeking
Why do you make it so difficult to delete emails?	__FROM__ 	Gmail	information seeking
Every other app I use has it, so why on earth doesn't Gmail?	__FROM__ 	Gmail	information seeking
Will this issue ever be solved ?	__FROM__	Instagram	information seeking
who is supposed to support and assist the users ?	__FROM__	Instagram	information seeking
?? ido n't have voice message , gifs option why ?	__FROM__	Instagram	information seeking
Can we have a lite version of instagram ?	__FROM__	Instagram	information seeking
why is my Instagram application still an old version ?	__FROM__	Instagram	information seeking
wht does it mean how many times will you block the sign in so please rectify it fast..other than that this application is brilliant	__FROM__	Instagram	information seeking
Would be better if it shows last seen as in messenger in chats	__FROM__	Instagram	information seeking
great , why some people can not follow tags and others is totally available for them	__FROM__	Instagram	information seeking
In a photo sharing app ?	__FROM__	Instagram	information seeking
Can someone help me .	__FROM__	Instagram	information seeking
but l can not follow peoples .what can l do ?	__FROM__	Instagram	information seeking
Why I am not getting my video chat update even after updating my instagram	__FROM__	Instagram	information seeking
Why I can not use poll ?	__FROM__	Instagram	information seeking
How can i send voicemail in instagram ?	__FROM__	Instagram	information seeking
It 's good but can u make an Instagram lite ?	__FROM__	Instagram	information seeking
why can not i see mystory viewer 's list	__FROM__	Instagram	information seeking
what version is this instagram ?	__FROM__	Instagram	information seeking
why can not i add another account it keep saying error	__FROM__	Instagram	information seeking
Can someone help is solving this issue in my particular account ?	__FROM__	Instagram	information seeking
Why on earth did you remove the frame from Earlybird filter ?	__FROM__	Instagram	information seeking
Apparently You can save pictures videos whatevef off of instagram someone please tell me if this is true and if it is how do i do it or how many timed do i have to update this application before i can save things off line and if its not true please game makers change something or create something so that it can save offline please	__FROM__	Instagram	information seeking
why instagram lately you have so many crashes when making the instastories ?	__FROM__	Instagram	information seeking
why is this prob	__FROM__	Instagram	information seeking
What 's life without Instagram	__FROM__	Instagram	information seeking
Who does not love some instagram ?	__FROM__	Instagram	information seeking
what the heck is wrong with this app ?	__FROM__	Instagram	information seeking
sluggish when loading stories and photos , why so ?	__FROM__	Instagram	information seeking
However , when will the new update be released for android ?	__FROM__	Instagram	information seeking
what happened to the ig stories???	__FROM__ 	Instagram	information seeking
why cant i zoom into videos on my note 9?	__FROM__ 	Instagram	information seeking
Also what's with shadow bans for no apparent reason?	__FROM__ 	Instagram	information seeking
how can i see who's visit on my pry	__FROM__ 	Instagram	information seeking
why my ig story dont have music feature 😢	__FROM__ 	Instagram	information seeking
why on earth would ig decide to change the favorable up and down scroll to left and right instead this is disgusting all we wanted was chronological order and this is what we get?	__FROM__ 	Instagram	information seeking
Also what's with shadow bans for no apparent reason?	__FROM__ 	Instagram	information seeking
Why cant i use Instagram music	__FROM__ 	Instagram	information seeking
why , what happened ?	__FROM__ 	Instagram	information seeking
why removed my pics ??	__FROM__ 	Instagram	information seeking
why on earth would ig decide to change the favorable up and down scroll to left and right instead this is disgusting all we wanted was chronological order and this is what we get?	__FROM__ 	Instagram	information seeking
its quiet interesting but i really don't know how to use like using Facebook ,	__FROM__ 	Instagram	information seeking
how can i see who's visit on my pry	__FROM__ 	Instagram	information seeking
where is the live option	__FROM__ 	Instagram	information seeking
Where is my latest update ?	__FROM__ 	Instagram	information seeking
hey uhm , why do not I have the temp sticker ?	__FROM__	Instagram	information seeking
why only my instagram can not share the stories people tag me ?	__FROM__	Instagram	information seeking
?Just I want you to fix something?Why I can not delete my followings ?	__FROM__	Instagram	information seeking
"why my instagram does not have ""  close friend ""  feature ?"	__FROM__	Instagram	information seeking
why did you take away the copy link	__FROM__	Instagram	information seeking
i can not update my instagram why ?	__FROM__	Instagram	information seeking
where the update	__FROM__	Instagram	information seeking
why that swipe up in instagram story is not possible in private account or who have less than 10k followers ?	__FROM__	Instagram	information seeking
Can you enable the link ( for business , study , etc ) that posted in the caption or story so that we can just directly click on the link .	__FROM__	Instagram	information seeking
who is the famous application	__FROM__	Instagram	information seeking
I still can not reshare a post on my story , why ?	__FROM__	Instagram	information seeking
If with some options can hide activity ( likes , follows , comments ) from follower its going to be cool work , i do not want some nosy followers see what i like & comment And home profile like tumblr and twitter is be cool And why i can not post video on storys ?	__FROM__	Instagram	information seeking
why the heck do u have to downgrade the image quality in Android useless fckers	__FROM__	Instagram	information seeking
what the hell is happening with my account ?	__FROM__	Instagram	information seeking
my account is got disabled or hacked , what can i do to restore it ?	__FROM__	Instagram	information seeking
why my instagram superzoom does not has the latest superzoom ?	__FROM__	Instagram	information seeking
why my Ig story still stuck on 15 sec although already using the newest version	__FROM__	Instagram	information seeking
What 's it that went wrong ?	__FROM__	Instagram	information seeking
Why can not i load feed and like ?	__FROM__	Instagram	information seeking
what is people and that stupid anime stuff	__FROM__	Instagram	information seeking
To be verified , what do you need ?	__FROM__	Instagram	information seeking
One is good in the new version .but does not have the message to SEND anymore ? suggestions ?	__FROM__	Instagram	information seeking
is it not available for Android ?	__FROM__	Instagram	information seeking
hey uhm , why do not I have the temp sticker ?	__FROM__	Instagram	information seeking
How do I go around it and post ?	__FROM__	Instagram	information seeking
Why is my instagram keep force stopping	__FROM__	Instagram	information seeking
my account is got disabled or hacked , what can i do to restore it ?	__FROM__	Instagram	information seeking
got glitches but what application does not have some glitches ?	__FROM__	Instagram	information seeking
what the hell is happening with my account ?	__FROM__	Instagram	information seeking
why the heck do u have to downgrade the image quality in Android useless fckers	__FROM__	Instagram	information seeking
why there is coming that your account has been temporary blocked on 29 december ?	__FROM__	Instagram	information seeking
why i can not add music to story ?	__FROM__	Instagram	information seeking
What 's the point of having support ?	__FROM__	Instagram	information seeking
my account got disabled just a min after creating it , is that their way to treat new members ?	__FROM__	Instagram	information seeking
Thats a bit asinine ... Why has this been removed ?	__FROM__	Instagram	information seeking
"why i can not see ""  add this to your story ? """	__FROM__	Instagram	information seeking
what the hell is happening ?	__FROM__	Instagram	information seeking
Cool app , but can we change the videos cover ?	__FROM__	Instagram	information seeking
From where can i put the option of asking questions .	__FROM__	Instagram	information seeking
I was able to log in and out with no problems until I had deleted the application for storage.. Is there anyway I can get back into my new account ?	__FROM__	Instagram	information seeking
I want to updates how do i get to do it	__FROM__	Instagram	information seeking
The new algorithm has cause my followers not to be added anymore , why have someone follow you when it will not count !	__FROM__	Instagram	information seeking
why is it stoping	__FROM__	Instagram	information seeking
Can u make this as convenient as the Iphone version of instagram ?	__FROM__	Instagram	information seeking
it is a popular social media application what else can I say ?	__FROM__	Instagram	information seeking
bring back the feature where we can put pictures on top of pictures	__FROM__	Instagram	information seeking
Now if we want to remove a follower but do not feel its necessary to block them , we must block and unblock , which is redundant .	__FROM__	Instagram	information seeking
can you stop locking fan accounts ?	__FROM__	Twitter	information seeking
OMG WHAT IS THIS?	__FROM__ 	Twitter	information seeking
Can you please help me to solve this?	__FROM__ 	Twitter	information seeking
Why this did not want to connect ?	__FROM__	Twitter	information seeking
Why must we delete tweets and retweet in order to correct errors in grammar or spelling...	__FROM__ 	Twitter	information seeking
Why bother with an app if you have to do the exact same as the web page version?	__FROM__ 	Twitter	information seeking
I've turned off notifications so it doesn't check constantly, and it still persists through a reset.Any ideas?	__FROM__ 	Twitter	information seeking
Is twitter really developing this Android app, I highly doubt that!	__FROM__ 	Twitter	information seeking
Why would you turn the media list into mere posts with pictures on them, Theres no longer an arrow that allows me to go over all the images.	__FROM__ 	Twitter	information seeking
Can you please help me to solve this?	__FROM__ 	Twitter	information seeking
i love Twitter but my account is suspended I do not what is hepen please help me open my account	__FROM__	Twitter	information seeking
Is this permanent ?	__FROM__	Twitter	information seeking
Can we go back to before update !	__FROM__	Twitter	information seeking
why did you guys break the photo upload ?	__FROM__	Twitter	information seeking
Why do you need to know if it makes me happy ?	__FROM__	Twitter	information seeking
why do not you write what is new on the updates on your app , and what has been added ?	__FROM__	Twitter	information seeking
hey , why i can not use emoji set from twitter ?	__FROM__	Twitter	information seeking
why the secrecy	__FROM__	Twitter	information seeking
hey , could you please introduce that option where we could see how many of our mutual followers follow a certain account on the Android app .	__FROM__	Twitter	information seeking
Why you delete my account for no reason ?	__FROM__	Twitter	information seeking
whose downloading this to follow BTS??	__FROM__	Twitter	information seeking
Why I can not log in into my account after I change my years of birthday ?	__FROM__	Twitter	information seeking
what happened to mother maiden name or first dog ?	__FROM__	Twitter	information seeking
What are you doing with the latest update ?	__FROM__	Twitter	information seeking
Who gave Twitter the permission to give unsolicited Ads .	__FROM__	Twitter	information seeking
Will you ever do an android application like the iPhone one ?	__FROM__	Twitter	information seeking
Will someone who works on this application stop it from auto-scrolling .	__FROM__	Twitter	information seeking
Can you fix the bug ?	__FROM__	Twitter	information seeking
Could you make people who do not follow back appear first at the top of the following section ?	__FROM__	Twitter	information seeking
WHY do I have to swipe 2/3 of the screen just to close an image ?	__FROM__	Twitter	information seeking
"there are even times when it says ""  there are too many responses to show ""  when there is only 1 or 2 ."	__FROM__	Twitter	information seeking
my trending page look shows trends that are not actually trending ( ? )	__FROM__	Twitter	information seeking
Why I can not twitting ?	__FROM__	Twitter	information seeking
can you guys spend some time to fix the crash problem ?	__FROM__	Twitter	information seeking
Why this did not want to connect ?	__FROM__	Twitter	information seeking
Thats why because of this only one ? if possible i will gave 0 ?	__FROM__	Twitter	information seeking
My following turns to 0 what happened ?	__FROM__	Twitter	information seeking
Why must we delete tweets and retweet in order to correct errors in grammar or spelling...	__FROM__ 	Twitter	information seeking
where is the option for edit a tweet????????	__FROM__ 	Twitter	information seeking
can you help me please?	__FROM__ 	Twitter	information seeking
Why did you remove the bookmark feature ?	__FROM__	Twitter	information seeking
what happened to twitter these 2 days ?	__FROM__	Twitter	information seeking
Great application however , how do i stop my notifications from vibrating ?	__FROM__	Twitter	information seeking
Why can not we have update on top tweets ( ✨ ) ?	__FROM__	Twitter	information seeking
Why oh why have we now got the top third of the news feed wasted with stories I do not want to see , with no way of turning it off .	__FROM__	Twitter	information seeking
how for I stop seeing football trends ?	__FROM__	Twitter	information seeking
why can not i set default to always show latest tweets ?	__FROM__	Twitter	information seeking
where is the UPI option ?	__FROM__	Uber	information seeking
why do I have to add money before I reach the destination .	__FROM__	Uber	information seeking
Forth thing , early I was a 5 star rider , We talk nicely to the driver and do not bang the door but howcome my star became 4.8 ?	__FROM__	Uber	information seeking
Thirdly , Your driver always ask where we have to go , how can he ask that ?	__FROM__	Uber	information seeking
The worst service i have ever had , i had to cancel every time i have to book a ride , and what is worse the driver asks us to cancel , what poor professional ism , i can not understand why uber came to chennai when the service is horrible	__FROM__	Uber	information seeking
how am i supposed to use your services ?	__FROM__	Uber	information seeking
In the first , why did not he cancel the trip , though he knew that it will take time .	__FROM__	Uber	information seeking
How xan Uber help me for this ?	__FROM__	Uber	information seeking
How can I become a rider without all the problems .	__FROM__	Uber	information seeking
Why is uber charging wait fees and charges when uber drivers do not show up .	__FROM__	Uber	information seeking
why can not I open this application without solving puzzle ?	__FROM__	Uber	information seeking
why should I bear the cancelation charges ?	__FROM__	Uber	information seeking
should I wait all along till u get me some stupid driver of yours ?	__FROM__	Uber	information seeking
Even if it is available , where to find it ?	__FROM__	Uber	information seeking
how can i add upi id to pay there is no option to add upi id tell the solution there is no option to add upi	__FROM__	Uber	information seeking
why on earth would the application decide to ask me for a credit card and such when I have been able to request a ride previously without one ?	__FROM__	Uber	information seeking
and why would it appear now of all times when it should have been one of the first things when signing up to use uber ?	__FROM__	Uber	information seeking
I miss uber in Malaysia , why uber selling to grab ?	__FROM__	Uber	information seeking
$ 5.00 per mile ?	__FROM__	Uber	information seeking
Some drivers cancel out the blue just because and I am uber VIP so no valid reason as to why .	__FROM__	Uber	information seeking
why you guy do not send me promotion or promotion messages .	__FROM__	Uber	information seeking
I do not know how to request uber bus can somebody 's tell me	__FROM__	Uber	information seeking
How did my fare go from 3.48 $ to 11.81 $ for taking me to the exact same place as before ?	__FROM__	Uber	information seeking
i do not know from where to get driver 's number to contact him .	__FROM__	Uber	information seeking
How does an application authorize a ride that I did not request .	__FROM__	Uber	information seeking
Was my account hacked ?	__FROM__	Uber	information seeking
İf the driver does not respond ... What should the customer do ?	__FROM__	Uber	information seeking
there used to be a time where your parents would tell you not to get into the cars with strangers now there is an application in the 21st century that has someone u do not even know come pick you up .	__FROM__	Uber	information seeking
why do not you show riders , how much you charge them and how much you pay to the driver .	__FROM__	Uber	information seeking
what is this i am not robart thats why i am download this application	__FROM__	Uber	information seeking
why the option of contacting uber for help is not in application ?	__FROM__	Uber	information seeking
Do n't you think the owner should make improvements regarding same ?	__FROM__	Uber	information seeking
Why do you show Rs.114 in the first place if that is not the rate .	__FROM__	Uber	information seeking
why not uber autos ?	__FROM__	Uber	information seeking
Why give the option then ?	__FROM__	Uber	information seeking
What do you mean by security measure ?	__FROM__	Uber	information seeking
What is uber password..	__FROM__	Uber	information seeking
This was the worst experience I have ever had with a cell phone app ; why does it work ok for everyone else ?	__FROM__	Uber	information seeking
Why the hell there in no customer support in your app .	__FROM__	Uber	information seeking
How to add GPAY as my payment method !	__FROM__	Uber	information seeking
What does your customer do when an Uber Driver hears the destination ans says i do not want to go there , youbthe customer , cancel and take the cancelation charge ?	__FROM__	Uber	information seeking
do u need to pay the uber money or ?	__FROM__	Uber	information seeking
why does your help description talk about this feature when i can not really request it ?	__FROM__	Uber	information seeking
i m not asking for exact rate.. i m talking about the huge difference and what is evn the purpose of surge ?	__FROM__	Uber	information seeking
Why should I pay 42.50 as cancelation charges ?	__FROM__	Uber	information seeking
I can not select uber rikshaw option what is uber go is automated ?	__FROM__	Uber	information seeking
why i am mentioning all this thing in the review means i do not have a option to contact with you people .	__FROM__	Uber	information seeking
Uber ride is good.know more about it and where serving in Himachal Pardesh.Tell me	__FROM__	Uber	information seeking
why is the issue only for me ?	__FROM__	Uber	information seeking
Is this application issue or related to my account ?	__FROM__	Uber	information seeking
why is my application not going past the security check ... reCAPTCHA ?	__FROM__	Uber	information seeking
how bad application is this how much time need verification and otp .	__FROM__	Uber	information seeking
can I get any help ?	__FROM__	Uber	information seeking
now how can I start trusting all your restaurant as i do not have better work to call and fight	__FROM__	Uber	information seeking
how the hell do i contact you .	__FROM__	Uber	information seeking
waste application diver himself canceled the trip and for that trip fair was charged for next trip it is to bad how can they charge fair when trip was not taken place????	__FROM__	Uber	information seeking
it does not work ?	__FROM__	Uber	information seeking
Also , why is it impossible to get on a call with the customer care team at Uber ?	__FROM__	Uber	information seeking
should uber charge full in such cases ?	__FROM__	Uber	information seeking
Stupid application why human verification is there	__FROM__	Uber	information seeking
Can you help	__FROM__	Uber	information seeking
Then what is the use of your support team ?	__FROM__	Uber	information seeking
G pay is not available y uber ?	__FROM__	Uber	information seeking
So what is the point ?	__FROM__	Uber	information seeking
upi option is not showing ?	__FROM__	Uber	information seeking
Atm Card not acceptable why ?	__FROM__	Uber	information seeking
oh did you try logging in ?	__FROM__	Uber	information seeking
